Crop,Season,Region,Soil_Type,Irrigation_Type,Mechanization_Level,Labour_Availability,Gender_Split,Farm_Size_Acre,Task,Prev_Yield_q_per_acre,Weather_Index,Labour_Per_Acre_est,Labour_Required,Labour_Hours_est,Duration_Days_est,Wage_Per_Day_INR,Total_Labour_Cost_INR,Male_Workers_est,Female_Workers_est,Labour_Demand_Level
Cotton,Kharif,Karnataka,Red,Rainfed,Low,High,Mostly_Female,2.14,Post_Harvest,25.62,0.91,1.1,2,16.9,6,536,1072,0,2,Very_Low
Groundnut,Kharif,Tamil_Nadu,Black,Sprinkler,Medium,Medium,Mostly_Male,1.36,Sowing,24.19,1.03,1.95,3,19.1,5,579,1737,3,0,Low
Maize,Kharif,Punjab,Loamy,Sprinkler,Medium,Medium,Mixed,1.1,Land_Preparation,19.1,1.13,1.3,1,8.8,1,794,794,0,1,Very_Low
Vegetables,Rabi,Haryana,Loamy,Sprinkler,Low,Medium,Mostly_Male,1.43,Weeding,32.34,0.86,1.88,3,22.8,4,648,1944,2,1,Low
Soybean,Kharif,Maharashtra,Loamy,Drip,High,High,Mostly_Male,2.18,Transplanting,22.94,0.95,1.12,2,15.8,8,503,1006,1,1,Very_Low
Pulses,Rabi,Maharashtra,Alluvial,Drip,Low,Medium,Mostly_Male,0.95,Fertilizer_Application,21.12,1.01,0.75,1,6.2,2,504,504,1,0,Very_Low
Groundnut,Zaid,Haryana,Alluvial,Rainfed,High,Medium,Mostly_Female,1.55,Sowing,25.38,1.08,0.89,1,8.4,3,684,684,0,1,Very_Low
Rice,Zaid,Punjab,Sandy,Rainfed,Low,Medium,Mostly_Male,4.68,Post_Harvest,22.01,1.08,1.2,6,46.8,14,631,3786,5,1,Very_Low
Vegetables,Zaid,Odisha,Alluvial,Tube_Well,Medium,Medium,Mostly_Male,0.56,Harvesting,45.06,1.01,3.72,2,12.6,3,431,862,2,0,Medium
Cotton,Zaid,Madhya_Pradesh,Loamy,Sprinkler,Low,Medium,Mostly_Female,4.6,Post_Harvest,31.79,0.98,1.16,5,42.0,10,440,2200,1,4,Very_Low
Pulses,Rabi,Odisha,Sandy,Canal,None,Medium,Mixed,3.0,Irrigation,15.1,0.96,0.62,2,15.5,3,365,730,1,1,Very_Low
Mustard,Kharif,West_Bengal,Red,Canal,High,Medium,Mostly_Male,3.87,Sowing,24.45,0.95,0.8,3,24.3,12,451,1353,2,1,Very_Low
Soybean,Zaid,Bihar,Sandy,Tube_Well,Low,Low,Mixed,0.67,Land_Preparation,18.57,1.0,1.5,1,7.9,1,386,386,0,1,Very_Low
Groundnut,Zaid,Bihar,Loamy,Drip,Low,Low,Mostly_Male,3.9,Fertilizer_Application,28.75,0.85,0.92,4,30.7,6,383,1532,4,0,Very_Low
Pulses,Kharif,Punjab,Black,Canal,Low,Low,Mixed,2.81,Transplanting,20.01,0.95,3.61,10,65.4,14,777,7770,6,4,Medium
Wheat,Zaid,Madhya_Pradesh,Laterite,Rainfed,Low,Low,Mixed,3.13,Weeding,30.91,0.96,1.08,3,19.5,9,494,1482,2,1,Very_Low
Vegetables,Zaid,Haryana,Alluvial,Canal,High,Low,Mostly_Male,1.26,Weeding,30.84,1.01,0.97,1,7.0,2,688,688,1,0,Very_Low
Soybean,Zaid,Maharashtra,Sandy,Tube_Well,Medium,Medium,Mostly_Male,3.62,Irrigation,15.35,1.11,0.62,2,17.8,3,476,952,1,1,Very_Low
Groundnut,Zaid,Odisha,Alluvial,Canal,Low,High,Mostly_Female,2.65,Threshing,38.83,0.96,2.23,6,39.2,10,412,2472,1,5,Low
Groundnut,Rabi,Uttar_Pradesh,Sandy,Drip,Medium,High,Mostly_Female,3.04,Land_Preparation,23.52,0.91,1.21,4,29.4,4,400,1600,1,3,Very_Low
Vegetables,Zaid,Madhya_Pradesh,Red,Tube_Well,Medium,Low,Mostly_Male,1.02,Irrigation,30.36,0.98,0.99,1,7.8,1,474,474,1,0,Very_Low
Groundnut,Rabi,West_Bengal,Red,Drip,Low,Medium,Mostly_Male,2.78,Harvesting,26.82,0.92,3.11,9,63.7,17,477,4293,8,1,Medium
Rice,Rabi,Maharashtra,Alluvial,Rainfed,None,Low,Mostly_Male,0.65,Fertilizer_Application,31.46,0.91,1.28,1,6.9,1,535,535,1,0,Very_Low
Soybean,Kharif,Tamil_Nadu,Red,Rainfed,Medium,Medium,Mixed,3.1,Pest_Control,17.45,1.13,0.85,3,24.8,4,553,1659,2,1,Very_Low
Sugarcane,Rabi,Maharashtra,Black,Canal,Low,Medium,Mostly_Female,3.22,Harvesting,22.68,1.07,4.57,15,125.6,22,473,7095,3,12,High
Vegetables,Kharif,Karnataka,Laterite,Sprinkler,None,Low,Mostly_Male,1.43,Irrigation,31.49,1.13,1.6,2,16.9,2,472,944,2,0,Low
Vegetables,Zaid,Tamil_Nadu,Red,Tube_Well,Medium,Medium,Mostly_Male,9.29,Transplanting,28.19,0.9,4.89,45,314.6,55,546,24570,40,5,High
Vegetables,Rabi,Maharashtra,Laterite,Rainfed,Low,Low,Mostly_Male,3.08,Fertilizer_Application,46.01,1.02,1.86,6,52.1,5,463,2778,5,1,Low
Wheat,Zaid,Odisha,Laterite,Rainfed,None,Low,Mixed,1.83,Irrigation,11.84,0.91,0.74,1,7.6,2,396,396,0,1,Very_Low
Pulses,Rabi,West_Bengal,Black,Rainfed,None,Medium,Mostly_Female,2.29,Sowing,15.14,0.97,2.04,5,33.1,11,420,2100,1,4,Low
Groundnut,Kharif,Odisha,Sandy,Tube_Well,Medium,Medium,Mostly_Female,5.37,Harvesting,26.66,0.93,2.2,12,77.1,28,399,4788,3,9,Low
Mustard,Rabi,Odisha,Laterite,Drip,Low,Low,Mostly_Male,2.5,Irrigation,12.73,1.04,0.88,2,14.1,3,439,878,2,0,Very_Low
Sugarcane,Rabi,Maharashtra,Black,Sprinkler,Medium,Medium,Mostly_Female,3.14,Transplanting,34.01,1.06,4.17,13,105.2,14,560,7280,1,12,High
Mustard,Rabi,Haryana,Loamy,Canal,High,Medium,Mostly_Female,8.19,Sowing,15.57,1.15,0.76,6,37.9,24,637,3822,1,5,Very_Low
Maize,Kharif,Tamil_Nadu,Alluvial,Drip,None,Medium,Mostly_Female,0.9,Harvesting,21.62,0.96,3.25,3,25.7,7,469,1407,0,3,Medium
Sugarcane,Rabi,Karnataka,Laterite,Drip,None,Medium,Mostly_Male,1.86,Harvesting,30.54,0.89,4.68,9,76.7,13,434,3906,7,2,High
Maize,Kharif,Tamil_Nadu,Loamy,Drip,None,Medium,Mostly_Male,1.07,Irrigation,19.22,0.9,0.72,1,6.7,1,555,555,1,0,Very_Low
Wheat,Zaid,Tamil_Nadu,Loamy,Rainfed,Low,Medium,Mostly_Male,1.95,Post_Harvest,25.31,0.85,0.82,2,16.6,6,516,1032,2,0,Very_Low
Rice,Kharif,West_Bengal,Alluvial,Rainfed,Low,Low,Mostly_Female,1.39,Sowing,20.22,0.92,2.88,4,33.6,6,405,1620,0,4,Medium
Vegetables,Zaid,Haryana,Red,Tube_Well,Medium,Low,Mostly_Male,2.49,Threshing,37.6,0.97,3.12,8,53.6,7,637,5096,6,2,Medium
Pulses,Kharif,West_Bengal,Black,Drip,Low,Medium,Mixed,7.47,Post_Harvest,22.04,0.96,0.71,5,33.3,19,451,2255,3,2,Very_Low
Rice,Zaid,Tamil_Nadu,Sandy,Canal,Low,Low,Mixed,1.29,Pest_Control,19.77,1.05,1.54,2,16.2,2,550,1100,1,1,Low
Pulses,Zaid,Karnataka,Alluvial,Tube_Well,None,High,Mixed,3.47,Pest_Control,10.22,1.0,0.83,3,22.5,8,433,1299,1,2,Very_Low
Rice,Rabi,Maharashtra,Loamy,Drip,Medium,Medium,Mostly_Male,0.65,Transplanting,24.64,0.96,3.28,2,12.9,3,454,908,2,0,Medium
Soybean,Rabi,Bihar,Black,Tube_Well,Low,High,Mostly_Male,0.87,Threshing,7.52,1.09,1.94,2,16.9,3,363,726,2,0,Low
Pulses,Kharif,Maharashtra,Sandy,Rainfed,High,Medium,Mostly_Male,4.03,Weeding,19.27,1.03,0.49,2,13.9,8,450,900,2,0,Very_Low
Rice,Kharif,Punjab,Loamy,Canal,High,Low,Mostly_Male,2.69,Post_Harvest,29.24,1.01,0.66,2,13.2,5,704,1408,2,0,Very_Low
Sugarcane,Zaid,Maharashtra,Black,Drip,None,Low,Mixed,2.95,Post_Harvest,25.04,0.98,1.71,5,34.1,10,460,2300,3,2,Low
Vegetables,Rabi,Madhya_Pradesh,Laterite,Drip,Low,Medium,Mixed,0.87,Transplanting,40.24,1.1,7.76,7,42.4,5,501,3507,4,3,High
Maize,Zaid,Tamil_Nadu,Black,Sprinkler,Medium,Medium,Mixed,1.79,Irrigation,26.11,0.99,0.51,1,7.8,1,485,485,0,1,Very_Low
Sugarcane,Kharif,Punjab,Alluvial,Sprinkler,Medium,Medium,Mixed,6.58,Pest_Control,33.81,1.13,1.52,10,71.2,10,742,7420,5,5,Low
Vegetables,Kharif,Haryana,Laterite,Sprinkler,None,High,Mixed,7.08,Fertilizer_Application,42.49,1.0,1.7,12,96.8,15,690,8280,7,5,Low
Cotton,Kharif,Karnataka,Alluvial,Tube_Well,Medium,Medium,Mostly_Female,0.96,Transplanting,28.37,0.93,4.05,4,32.2,5,504,2016,1,3,High
Sugarcane,Kharif,Haryana,Alluvial,Drip,Low,Medium,Mostly_Male,1.18,Threshing,29.25,1.12,4.71,6,39.0,4,697,4182,5,1,High
Mustard,Zaid,West_Bengal,Sandy,Tube_Well,Medium,High,Mostly_Female,2.02,Sowing,18.35,0.88,1.07,2,16.8,7,415,830,0,2,Very_Low
Vegetables,Zaid,Uttar_Pradesh,Alluvial,Canal,Medium,Low,Mostly_Male,5.93,Pest_Control,30.83,1.01,1.39,8,65.6,8,417,3336,7,1,Very_Low
Cotton,Rabi,Madhya_Pradesh,Sandy,Rainfed,Low,High,Mostly_Male,1.26,Weeding,27.06,0.87,1.25,2,16.6,3,506,1012,2,0,Very_Low
Soybean,Kharif,Madhya_Pradesh,Alluvial,Tube_Well,None,Low,Mostly_Male,0.82,Fertilizer_Application,18.05,0.86,0.82,1,7.5,2,406,406,1,0,Very_Low
Wheat,Zaid,Odisha,Alluvial,Rainfed,Low,High,Mixed,9.13,Post_Harvest,20.7,1.01,0.92,8,54.4,25,435,3480,4,4,Very_Low
Pulses,Rabi,Bihar,Red,Canal,High,Medium,Mixed,4.55,Post_Harvest,20.26,0.87,0.3,1,7.0,8,385,385,1,0,Very_Low
Sugarcane,Kharif,Odisha,Alluvial,Sprinkler,Low,Medium,Mostly_Male,1.71,Fertilizer_Application,21.5,0.99,1.58,3,25.8,3,426,1278,2,1,Low
Pulses,Kharif,Bihar,Alluvial,Tube_Well,Medium,Low,Mixed,2.7,Pest_Control,32.69,1.07,0.85,2,14.1,5,431,862,1,1,Very_Low
Rice,Zaid,West_Bengal,Red,Sprinkler,None,Low,Mostly_Female,0.8,Post_Harvest,21.31,1.09,1.58,1,6.1,2,396,396,0,1,Low
Mustard,Rabi,Madhya_Pradesh,Laterite,Rainfed,Low,Medium,Mostly_Male,2.74,Weeding,22.22,0.9,1.09,3,24.3,6,516,1548,2,1,Very_Low
Pulses,Rabi,Uttar_Pradesh,Black,Tube_Well,Medium,High,Mostly_Female,7.51,Sowing,19.38,1.05,1.34,10,79.0,24,461,4610,1,9,Very_Low
Cotton,Zaid,Odisha,Alluvial,Tube_Well,Low,Medium,Mostly_Female,1.67,Pest_Control,26.75,1.05,1.46,2,17.8,3,383,766,0,2,Very_Low
Maize,Kharif,Haryana,Alluvial,Tube_Well,Medium,High,Mostly_Female,7.08,Sowing,22.74,1.02,1.2,8,55.5,22,704,5632,1,7,Very_Low
Soybean,Zaid,Maharashtra,Laterite,Drip,Low,Medium,Mostly_Female,4.14,Transplanting,13.41,1.01,3.2,13,86.7,25,517,6721,2,11,Medium
Sugarcane,Rabi,Maharashtra,Laterite,Drip,None,Medium,Mostly_Female,6.29,Land_Preparation,31.85,1.03,2.33,15,134.6,11,574,8610,3,12,Low
Groundnut,Zaid,Maharashtra,Laterite,Tube_Well,Medium,Medium,Mixed,2.42,Transplanting,34.02,1.1,3.21,8,65.6,15,537,4296,3,5,Medium
Sugarcane,Rabi,West_Bengal,Red,Canal,High,Medium,Mixed,4.56,Pest_Control,29.76,1.05,0.77,4,33.1,6,443,1772,2,2,Very_Low
Cotton,Zaid,Tamil_Nadu,Laterite,Rainfed,None,High,Mostly_Female,5.85,Land_Preparation,30.34,1.1,2.34,14,103.2,10,485,6790,3,11,Low
Maize,Kharif,Maharashtra,Black,Canal,Medium,Low,Mostly_Female,2.84,Post_Harvest,14.62,0.88,0.77,2,17.2,6,572,1144,0,2,Very_Low
Sugarcane,Kharif,Haryana,Red,Drip,None,Low,Mostly_Female,4.23,Fertilizer_Application,35.34,1.03,2.17,9,70.9,8,590,5310,1,8,Low
Groundnut,Rabi,Odisha,Black,Drip,Medium,High,Mostly_Female,1.5,Sowing,20.14,1.08,1.81,3,23.9,4,425,1275,0,3,Low
Rice,Kharif,Haryana,Alluvial,Drip,Medium,High,Mostly_Male,4.22,Land_Preparation,27.48,1.03,1.52,6,44.6,7,600,3600,5,1,Low
Vegetables,Rabi,West_Bengal,Red,Sprinkler,None,Medium,Mostly_Female,15.38,Threshing,41.03,0.91,4.48,69,418.1,63,444,30636,17,52,High
Groundnut,Kharif,Tamil_Nadu,Sandy,Sprinkler,Medium,High,Mostly_Male,3.55,Weeding,22.74,1.14,1.28,5,32.7,9,491,2455,4,1,Very_Low
Pulses,Kharif,Punjab,Black,Sprinkler,Low,Low,Mostly_Female,3.51,Irrigation,20.82,1.11,0.71,3,26.8,3,693,2079,0,3,Very_Low
Vegetables,Zaid,Punjab,Black,Tube_Well,None,High,Mixed,2.55,Threshing,37.78,0.98,3.86,10,80.9,10,802,8020,5,5,Medium
Mustard,Zaid,Maharashtra,Loamy,Rainfed,Medium,Low,Mostly_Male,1.29,Weeding,24.23,0.89,0.85,1,6.6,3,519,519,1,0,Very_Low
Maize,Kharif,Odisha,Laterite,Rainfed,Low,Medium,Mostly_Female,3.37,Transplanting,22.85,0.97,3.34,11,74.4,21,429,4719,2,9,Medium
Rice,Zaid,Uttar_Pradesh,Loamy,Canal,Medium,Medium,Mostly_Female,3.7,Threshing,32.45,1.03,2.17,8,51.7,14,423,3384,0,8,Low
Soybean,Kharif,Haryana,Red,Rainfed,Low,Medium,Mixed,1.38,Sowing,16.69,0.95,1.47,2,17.5,6,608,1216,1,1,Very_Low
Maize,Kharif,Haryana,Laterite,Canal,Low,Low,Mostly_Male,3.36,Transplanting,13.61,1.01,4.67,16,124.3,24,600,9600,13,3,High
Soybean,Rabi,Tamil_Nadu,Red,Sprinkler,None,Low,Mixed,2.88,Pest_Control,9.78,0.9,0.97,3,24.1,6,539,1617,2,1,Very_Low
Vegetables,Rabi,Odisha,Black,Tube_Well,None,Medium,Mostly_Male,1.48,Transplanting,28.24,0.89,6.54,10,68.0,12,423,4230,8,2,High
Cotton,Zaid,Odisha,Laterite,Drip,None,High,Mixed,1.43,Threshing,28.48,0.94,3.42,5,37.8,6,452,2260,2,3,Medium
Rice,Rabi,West_Bengal,Red,Rainfed,Medium,Low,Mostly_Male,1.02,Sowing,26.85,0.9,1.63,2,16.5,3,439,878,2,0,Low
Vegetables,Zaid,Tamil_Nadu,Loamy,Canal,Low,Medium,Mostly_Female,2.71,Threshing,32.5,1.06,3.96,11,86.3,11,564,6204,2,9,Medium
Mustard,Zaid,Bihar,Black,Sprinkler,Medium,Low,Mixed,2.43,Transplanting,7.75,1.05,3.25,8,60.6,12,349,2792,5,3,Medium
Mustard,Rabi,Punjab,Laterite,Drip,Low,Medium,Mostly_Male,6.97,Fertilizer_Application,15.59,1.12,0.89,6,45.7,14,650,3900,5,1,Very_Low
Maize,Rabi,Maharashtra,Alluvial,Sprinkler,Low,High,Mostly_Female,1.96,Threshing,17.73,1.1,1.92,4,29.6,7,511,2044,0,4,Low
Soybean,Rabi,Bihar,Red,Tube_Well,None,Medium,Mostly_Female,1.33,Transplanting,17.9,0.97,2.98,4,29.2,8,392,1568,1,3,Medium
Vegetables,Kharif,Karnataka,Alluvial,Canal,Medium,Medium,Mixed,1.46,Pest_Control,43.23,0.96,1.22,2,17.4,2,464,928,1,1,Very_Low
Groundnut,Kharif,Madhya_Pradesh,Red,Drip,None,High,Mostly_Female,2.03,Weeding,14.88,0.88,1.12,2,12.8,6,442,884,0,2,Very_Low
Cotton,Rabi,Uttar_Pradesh,Alluvial,Drip,Low,Medium,Mostly_Female,2.37,Transplanting,33.4,0.95,5.54,13,112.4,15,474,6162,3,10,High
Vegetables,Kharif,Haryana,Alluvial,Rainfed,None,Medium,Mostly_Male,4.8,Weeding,38.88,0.87,2.26,11,80.2,15,586,6446,9,2,Low
Maize,Rabi,Haryana,Laterite,Canal,Medium,Medium,Mostly_Male,10.34,Weeding,18.74,0.93,0.69,7,47.5,27,693,4851,6,1,Very_Low
Groundnut,Zaid,Haryana,Loamy,Sprinkler,Medium,Low,Mostly_Female,8.85,Transplanting,25.96,0.92,2.87,25,152.9,59,735,18375,3,22,Medium
Soybean,Kharif,Haryana,Alluvial,Drip,Low,Medium,Mostly_Female,1.19,Weeding,17.06,0.92,0.92,1,6.2,3,593,593,0,1,Very_Low
Pulses,Rabi,Bihar,Loamy,Drip,Low,High,Mostly_Male,0.71,Land_Preparation,20.77,0.85,0.97,1,7.0,1,368,368,1,0,Very_Low
Vegetables,Kharif,Uttar_Pradesh,Laterite,Tube_Well,Low,Low,Mostly_Female,1.83,Land_Preparation,31.65,1.05,3.19,6,38.3,3,463,2778,1,5,Medium
Soybean,Zaid,Odisha,Red,Canal,Medium,Low,Mixed,1.23,Sowing,13.08,1.12,1.31,2,16.5,3,418,836,1,1,Very_Low
Cotton,Kharif,Karnataka,Alluvial,Rainfed,High,Medium,Mixed,3.75,Harvesting,20.44,1.15,2.06,8,65.3,16,455,3640,4,4,Low
Maize,Zaid,Bihar,Red,Drip,Medium,Low,Mixed,2.38,Sowing,21.98,0.99,1.46,3,26.6,9,357,1071,1,2,Very_Low
Sugarcane,Rabi,Punjab,Sandy,Rainfed,Medium,Medium,Mostly_Female,4.78,Pest_Control,28.98,1.0,1.23,6,45.2,6,706,4236,1,5,Very_Low
Mustard,Rabi,West_Bengal,Sandy,Tube_Well,Low,Low,Mostly_Female,0.76,Weeding,11.07,1.03,1.04,1,8.8,2,441,441,0,1,Very_Low
Maize,Rabi,Maharashtra,Red,Tube_Well,Medium,Low,Mostly_Male,0.9,Threshing,15.15,0.92,1.53,1,6.4,3,565,565,1,0,Low
Wheat,Zaid,Maharashtra,Black,Sprinkler,None,Medium,Mostly_Female,1.99,Post_Harvest,22.76,1.14,1.03,2,17.7,7,483,966,0,2,Very_Low
Soybean,Rabi,Bihar,Alluvial,Rainfed,Medium,Low,Mixed,2.97,Transplanting,18.8,0.93,2.29,7,55.8,19,431,3017,4,3,Low
Vegetables,Zaid,Uttar_Pradesh,Loamy,Sprinkler,Medium,High,Mostly_Male,1.09,Fertilizer_Application,31.31,0.93,1.03,1,8.4,2,394,394,1,0,Very_Low
Vegetables,Rabi,Madhya_Pradesh,Laterite,Rainfed,Low,Medium,Mostly_Male,7.09,Weeding,42.99,1.02,2.34,17,111.2,18,439,7463,16,1,Low
Vegetables,Zaid,Odisha,Black,Rainfed,None,Medium,Mixed,2.1,Pest_Control,35.62,0.88,1.58,3,24.5,5,420,1260,1,2,Low
Wheat,Kharif,Punjab,Loamy,Rainfed,None,High,Mixed,1.13,Transplanting,22.36,1.13,4.58,5,41.9,6,768,3840,3,2,High
Pulses,Zaid,Haryana,Black,Canal,Low,Medium,Mixed,3.76,Transplanting,18.7,0.94,2.88,11,74.0,24,628,6908,6,5,Medium
Wheat,Kharif,Haryana,Sandy,Tube_Well,None,High,Mixed,6.13,Transplanting,18.58,0.85,3.09,19,126.9,41,642,12198,9,10,Medium
Vegetables,Zaid,Haryana,Laterite,Canal,High,Low,Mixed,1.71,Fertilizer_Application,38.01,0.87,0.62,1,7.1,3,598,598,0,1,Very_Low
Sugarcane,Kharif,West_Bengal,Sandy,Tube_Well,Medium,Medium,Mostly_Male,2.39,Irrigation,37.75,1.04,0.96,2,17.3,2,440,880,2,0,Very_Low
Maize,Zaid,Haryana,Alluvial,Canal,Medium,Low,Mostly_Male,7.91,Pest_Control,18.5,0.98,0.78,6,53.6,14,603,3618,5,1,Very_Low
Maize,Kharif,Haryana,Red,Canal,None,Medium,Mixed,2.31,Harvesting,23.74,0.98,3.27,8,57.9,21,639,5112,4,4,Medium
Cotton,Rabi,West_Bengal,Sandy,Drip,Low,Medium,Mostly_Female,1.14,Weeding,26.5,0.97,1.69,2,14.5,3,461,922,0,2,Low
Rice,Kharif,Bihar,Alluvial,Canal,High,Low,Mostly_Female,3.96,Harvesting,35.1,1.14,2.31,9,55.6,20,422,3798,2,7,Low
Sugarcane,Rabi,Karnataka,Black,Sprinkler,High,High,Mostly_Male,0.7,Weeding,27.86,1.1,0.66,1,6.4,2,516,516,1,0,Very_Low
Wheat,Zaid,West_Bengal,Red,Rainfed,Medium,Medium,Mostly_Male,2.46,Harvesting,31.11,1.1,2.54,6,36.5,15,395,2370,4,2,Medium
Soybean,Rabi,Madhya_Pradesh,Black,Drip,Medium,Medium,Mostly_Female,0.87,Irrigation,11.81,0.99,0.53,1,7.3,1,406,406,0,1,Very_Low
Wheat,Zaid,Punjab,Sandy,Canal,Low,Low,Mixed,5.01,Harvesting,18.23,1.02,3.32,17,148.9,36,754,12818,8,9,Medium
Sugarcane,Rabi,Haryana,Sandy,Drip,High,Low,Mostly_Male,1.3,Pest_Control,34.27,1.04,0.7,1,6.6,2,675,675,1,0,Very_Low
Groundnut,Rabi,Bihar,Loamy,Drip,Medium,Low,Mixed,0.55,Pest_Control,30.12,0.91,0.74,1,6.2,1,422,422,0,1,Very_Low
Maize,Kharif,Tamil_Nadu,Alluvial,Rainfed,Low,Low,Mixed,2.08,Weeding,28.12,1.02,1.38,3,18.3,5,594,1782,2,1,Very_Low
Soybean,Rabi,Punjab,Alluvial,Tube_Well,None,Medium,Mixed,1.79,Irrigation,25.3,1.14,0.82,1,6.9,2,692,692,0,1,Very_Low
Rice,Rabi,West_Bengal,Loamy,Sprinkler,None,High,Mostly_Male,1.87,Land_Preparation,17.57,1.03,1.74,3,23.3,4,418,1254,2,1,Low
Groundnut,Kharif,Haryana,Loamy,Canal,High,High,Mostly_Female,14.22,Transplanting,26.07,1.08,1.76,25,222.3,67,703,17575,5,20,Low
Pulses,Rabi,Madhya_Pradesh,Red,Tube_Well,Low,High,Mixed,1.54,Land_Preparation,14.14,1.12,1.33,2,14.3,2,473,946,1,1,Very_Low
Sugarcane,Zaid,Karnataka,Alluvial,Rainfed,None,High,Mostly_Female,1.62,Sowing,36.88,1.0,2.81,5,32.5,6,440,2200,1,4,Medium
Pulses,Kharif,Haryana,Black,Drip,Low,Medium,Mixed,15.22,Harvesting,23.52,1.05,2.39,36,229.4,114,591,21276,21,15,Low
Vegetables,Rabi,Odisha,Loamy,Canal,Low,Medium,Mostly_Female,0.77,Fertilizer_Application,37.51,0.96,1.64,1,7.5,1,447,447,0,1,Low
Soybean,Zaid,Punjab,Loamy,Canal,Medium,Medium,Mostly_Male,3.59,Sowing,15.33,0.94,1.01,4,28.8,10,697,2788,3,1,Very_Low
Rice,Rabi,Karnataka,Laterite,Sprinkler,High,Medium,Mostly_Male,1.14,Transplanting,20.5,1.07,2.5,3,26.3,6,455,1365,2,1,Low
Pulses,Rabi,Odisha,Laterite,Canal,Medium,Medium,Mixed,1.38,Harvesting,14.44,0.86,1.46,2,14.8,9,392,784,1,1,Very_Low
Soybean,Rabi,Punjab,Red,Drip,High,Low,Mostly_Male,1.22,Land_Preparation,14.2,1.14,0.71,1,6.8,2,644,644,1,0,Very_Low
Vegetables,Kharif,Uttar_Pradesh,Loamy,Drip,High,Medium,Mostly_Female,3.72,Irrigation,36.17,0.91,0.48,2,17.4,2,479,958,0,2,Very_Low
Cotton,Rabi,West_Bengal,Laterite,Drip,Low,High,Mostly_Female,1.03,Pest_Control,35.16,0.96,1.23,1,7.2,2,471,471,0,1,Very_Low
Rice,Zaid,Odisha,Sandy,Canal,Low,High,Mostly_Female,2.6,Fertilizer_Application,26.54,0.85,1.0,3,26.4,5,391,1173,1,2,Very_Low
Vegetables,Rabi,Tamil_Nadu,Loamy,Rainfed,High,High,Mostly_Male,2.02,Harvesting,30.14,1.04,2.15,4,24.4,12,492,1968,4,0,Low
Sugarcane,Zaid,West_Bengal,Black,Tube_Well,Low,Low,Mostly_Female,2.71,Post_Harvest,25.83,1.14,1.65,4,28.4,7,419,1676,1,3,Low
Rice,Zaid,Karnataka,Loamy,Drip,Low,Medium,Mostly_Female,10.78,Pest_Control,29.47,1.01,1.21,13,82.4,17,483,6279,1,12,Very_Low
Soybean,Kharif,Tamil_Nadu,Laterite,Drip,Low,Medium,Mostly_Female,3.12,Pest_Control,27.73,1.04,0.94,3,26.4,7,480,1440,0,3,Very_Low
Rice,Kharif,Punjab,Sandy,Drip,None,Medium,Mostly_Female,2.88,Threshing,26.48,0.88,3.1,9,69.7,9,680,6120,1,8,Medium
Cotton,Rabi,Tamil_Nadu,Laterite,Rainfed,None,Medium,Mostly_Male,6.82,Fertilizer_Application,26.6,1.14,2.0,14,101.3,15,559,7826,13,1,Low
Wheat,Rabi,Maharashtra,Sandy,Tube_Well,Low,Medium,Mixed,0.89,Pest_Control,15.05,1.05,0.84,1,8.7,1,453,453,1,0,Very_Low
Mustard,Zaid,Odisha,Red,Tube_Well,None,Medium,Mixed,2.03,Weeding,22.15,1.02,1.07,2,15.7,6,365,730,1,1,Very_Low
Vegetables,Kharif,West_Bengal,Loamy,Canal,Low,Medium,Mostly_Male,0.7,Pest_Control,43.92,0.92,1.66,1,6.4,1,449,449,1,0,Low
Maize,Zaid,Madhya_Pradesh,Red,Canal,None,Low,Mostly_Male,1.35,Post_Harvest,18.47,0.9,0.97,1,7.6,5,469,469,1,0,Very_Low
Sugarcane,Rabi,Bihar,Black,Canal,Medium,Low,Mostly_Male,2.69,Threshing,29.33,1.1,3.62,10,84.2,8,366,3660,7,3,Medium
Rice,Kharif,Punjab,Loamy,Sprinkler,High,Low,Mostly_Female,1.5,Sowing,18.96,0.88,0.99,1,8.7,3,716,716,0,1,Very_Low
Cotton,Rabi,Haryana,Laterite,Rainfed,Low,Medium,Mostly_Female,15.67,Sowing,30.36,0.91,2.49,39,338.1,60,658,25662,2,37,Low
Maize,Kharif,Madhya_Pradesh,Loamy,Sprinkler,Medium,High,Mostly_Male,4.19,Fertilizer_Application,23.9,1.15,0.76,3,23.5,7,422,1266,3,0,Very_Low
Rice,Kharif,Odisha,Alluvial,Sprinkler,None,Medium,Mostly_Male,1.97,Weeding,22.25,1.11,1.61,3,20.0,6,381,1143,3,0,Low
Sugarcane,Rabi,Uttar_Pradesh,Laterite,Canal,High,Medium,Mostly_Female,3.32,Irrigation,33.13,0.99,0.55,2,14.6,3,474,948,0,2,Very_Low
Cotton,Zaid,Uttar_Pradesh,Laterite,Rainfed,Medium,High,Mixed,0.77,Transplanting,32.52,1.09,4.62,4,29.9,5,422,1688,2,2,High
Pulses,Zaid,Haryana,Sandy,Drip,Low,Medium,Mixed,4.7,Sowing,20.91,0.98,1.77,8,71.0,15,651,5208,4,4,Low
Mustard,Rabi,West_Bengal,Alluvial,Rainfed,None,Medium,Mostly_Male,0.57,Fertilizer_Application,13.65,0.92,0.83,1,7.1,1,420,420,1,0,Very_Low
